bitcoin,2018-06-01,-0.125
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.125
bitcoin,2018-06-01,0
bitcoin,2018-06-01,1.5749999999999997
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,-0.125
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.216
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.06400000000000002
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.3429999999999999
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.036
bitcoin,2018-06-01,-0.008000000000000002
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.027
bitcoin,2018-06-01,-0.06400000000000002
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.216
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,-0.3429999999999999
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.027
bitcoin,2018-06-01,-0.125
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0.06400000000000002
bitcoin,2018-06-01,-0.3
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.5120000000000001
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,-0.7290000000000001
bitcoin,2018-06-01,-0.009
bitcoin,2018-06-01,0.3429999999999999
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,-0.03200000000000001
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,0.072
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,-0.05
bitcoin,2018-06-01,0.06400000000000002
bitcoin,2018-06-01,0.027
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.06400000000000002
bitcoin,2018-06-01,0.125
bitcoin,2018-06-01,-0.008000000000000002
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.125
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.027
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.216
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.5120000000000001
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0
bitcoin,2018-06-01,1.3719999999999997
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.009
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,0.03200000000000001
bitcoin,2018-06-01,-0.5120000000000001
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,-0.008000000000000002
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,0.216
bitcoin,2018-06-01,0.169
bitcoin,2018-06-01,-0.216
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,-0.027
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.3429999999999999
bitcoin,2018-06-01,0.06400000000000002
bitcoin,2018-06-01,0.768
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,-0.027
bitcoin,2018-06-01,0.06400000000000002
bitcoin,2018-06-01,0.125
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,-0.125
bitcoin,2018-06-01,-0.06400000000000002
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.004000000000000001
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.03200000000000001
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.216
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.06400000000000002
bitcoin,2018-06-01,0.7290000000000001
bitcoin,2018-06-01,-0.125
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,-0.0010000000000000002
bitcoin,2018-06-01,0.004000000000000001
bitcoin,2018-06-01,-0.06400000000000002
bitcoin,2018-06-01,0
bitcoin,2018-06-01,0.0010000000000000002
bitcoin,2018-06-01,-0.05
bitcoin,2018-06-01,0.008000000000000002
bitcoin,2018-06-01,0.125
bitcoin,2018-06-01,-0.06400000000000002
bitcoin,2018-06-01,-0.216
bitcoin,2018-06-01,0.008000000000000002
