0,1,2,3,4,5,6,7,8,9,10,11,12
2018-02-01,11062.586512632677,11039.2935121665460732,12856.941849891585,1.2163316580815815,1.25869178082191780822,1.7621234158599287,0.00011001669113966294,0.000114220791573571656559,0.00013514392123831148,15.761999999999993,2.9470000000000005,2
2018-02-02,10768.653166137668,10897.3358321891313103,12723.284291750548,1.1851413416840640,1.23368192655445820003,1.7294094172553561,0.00010997846406301280,0.000113291243485929607953,0.00013381669262796963,-0.8050000000000018,-1.1520000000000004,1
2018-02-03,10163.393219708256,10705.6951707711624193,12516.956492941088,1.1045497748436414,1.18972990193350952845,1.6771380122756225,0.00010778062890137328,0.000110632659905773376986,0.00013155236066537642,3.2360000000000015,-0.10199999999999998,2
2018-02-04,9658.6350742363435634,10501.4436689480487466,12321.848993512668,1.0255762831735445,1.14609335860342189456,1.6079017292414592,0.00010546613995142684,0.000108468117264360520470,0.00012806396062450903,5.238000000000003,-3.4849999999999994,2
2018-02-05,9264.3051799724329954,10253.7256403464731616,12093.980011830704,0.96413028619060850236,1.10280365811252521038,1.5476220463231036,0.00010356526507119055,0.000106906279216677195199,0.00012563982862778942,6.192000000000002,-0.8760000000000002,1
2018-02-06,8793.5842881789904180,9928.0740876775793348,11796.898083914421,0.89544971103084190053,1.05572011961057023644,1.4847921197452229,0.00010142055205520552,0.000105489826986885763944,0.000123565219971807997626,-3.364000000000003,-1.0689999999999997,0
2018-02-07,8206.1579871945618664,9487.4199788310110409,11470.2826758441411639,0.81888440494375781142,1.00181139103232533889,1.4172252718008107,0.000099550176886792452830,0.000104484925060184825658,0.000121298753432451821983,8.576999999999998,3.224999999999999,0
2018-02-08,8029.0583975084391057,9096.2601969014249010,11218.8405435611646373,0.79852010276350506874,0.95147748454324418201,1.3579607027214823,0.000099203692490353220540,0.000103384756941802966908,0.000118907376569970520475,8.319,4.572000000000003,1
2018-02-09,7881.1876550504221636,8769.8878601204083050,10996.0337104120186120,0.76637277716032231175,0.89596227247464221203,1.3059624571481516,0.000097155067164179104478,0.000101275387220591555656,0.000116714578043872506397,4.617000000000004,4.101,1
2018-02-10,7765.9324064372489932,8515.1497715253190751,10799.3013856502062595,0.74929809338521400778,0.85673298686861668867,1.2689643347231874,0.000096608566775244299674,0.000100047403968551104455,0.000115432502865972187609,6.288000000000001,4.211,1
2018-02-11,7941.3577536888584919,8367.5536034643691410,10627.8541947525667855,0.79982828654808226793,0.84765564093656638644,1.2409832543432940,0.00010060997801231310,0.000101010796322384518425,0.000114826753580517989920,7.1179999999999986,5.271000000000002,0
2018-02-12,8225.6388621084946535,8215.9298529151663079,10448.4488499769765504,0.85974669677598665926,0.83931371631008613504,1.2070258662064812,0.00010449835187657618,0.000102016688110026619343,0.00011380217742540580,10.376999999999999,2.0690000000000004,2
2018-02-13,8369.6962305369420914,8199.3855410426213457,10262.1807544857429570,0.91398406671299513551,0.85623475651267801320,1.1738427241139680,0.00010900541386682957,0.000104035228453142642078,0.00011297046781126669,11.191999999999997,3.6120000000000005,1
2018-02-14,8459.1003661884224413,8170.1426248830581210,10093.8519912817935600,0.96495236381322957198,0.86565717084693948447,1.14507568129169755374,0.00011390795554854981,0.000105304008280303611132,0.00011224523711914161,7.3080000000000025,0.5559999999999996,0
2018-02-15,8600.0669831743160672,8182.9754048047274495,9933.2206547567807125,1.0090828414617202,0.87919911964980544747,1.11916473648852132416,0.00011742070960524213,0.000106617351268255188317,0.00011166781639860762,8.208000000000002,1.0289999999999997,0
2018-02-16,8817.6050552091515067,8379.4890067963731685,9849.7495315735984629,1.0279273933583438,0.91388312534741523068,1.10888750619686334468,0.00011664135744404801,0.000108220271040271040271,0.00011160889098511116,10.172999999999993,2.724,0
2018-02-17,9173.8702403883863352,8699.7824419887535588,9833.8450226586631635,1.0535721965800083,0.95663585904920767306,1.10980104557143850057,0.00011502866199532866,0.000109453751374273598241,0.00011190628498074454,5.018000000000001,0.11999999999999987,2
2018-02-18,9577.8800998328662686,8973.7973651130470106,9810.0762271697680502,1.0756688975392743,0.99481211093348161535,1.09913223970158936101,0.00011258557505850886,0.000110714633679169992019,0.00011114255092018197,8.260000000000002,-0.7579999999999999,0
2018-02-19,9992.5339643973878628,9225.8627049891271439,9790.1220153948977986,1.0971321223071577,1.03104073523280055594,1.08390473634215281961,0.00011016780167460187,0.000112075673154254463568,0.00010990280835259590,12.066000000000003,2.0110000000000006,0
2018-02-20,10365.509871776425,9482.8036131171647802,9740.6208405640584273,1.1114742833286947,1.06023437699902656098,1.06927068803299962922,0.00010762381257374010,0.000112651692509639839199,0.00010911220313236604,13.806999999999995,4.192,2
2018-02-21,10713.491588633381,9765.5390550871522811,9724.1538909865718386,1.1086552987049157,1.06824442164568407874,1.05813924610072075830,0.00010370219806763285,0.000110371890152148470155,0.00010831753600674057,8.533,3.2910000000000013,2
2018-02-22,10885.020797968786,10029.4427030907575863,9714.2789610980530543,1.0885588128044537,1.07105322250817277596,1.04793148392778511669,0.000099945743598439884687,0.000107548721722310991506,0.00010746426965105844,3.5790000000000033,2.4480000000000004,1
2018-02-23,10825.281707746330,10201.5396275520998542,9702.2521980326402167,1.0475919537990537,1.06162993184031158715,1.03579806275927599713,0.000096516139558232931727,0.000104554583089403696579,0.00010638756063976274,7.955000000000003,0.42499999999999993,2
2018-02-24,10679.313091536214,10335.8955384888459135,9669.1990339862419851,1.0095793270168594,1.05340728202630297126,1.02166250718590635141,0.000094154623745819397993,0.000102234838041587275288,0.000105378884823417117404,7.0889999999999995,-0.27800000000000014,1
2018-02-25,10505.950189495821,10435.6830012652906048,9624.1723467615076040,0.97235694428969359331,1.04194010163592064045,1.00793303403347707145,0.000092403877929522846063,0.000100015147096012812948,0.000104627987478353536699,9.927999999999995,0.634,0
2018-02-26,10128.525375120796,10420.9205024646781474,9576.2092331083359182,0.93263803235253102775,1.02070511671660511463,0.99673475939797314534,0.000092011526571726293852,0.000097876712542196831992,0.000104078782966368255504,11.605000000000004,0.7879999999999999,0
2018-02-27,9923.6666460380377725,10404.3517314278966738,9530.5464699085338302,0.91492775282466173804,1.00184436215425346617,0.98675295566274000557,0.000092135259916681760551,0.000096169500744503810108,0.000103629933291922110892,6.781,0.05399999999999991,2
2018-02-28,9967.8066402909040411,10396.5805287282910909,9488.8816982196368140,0.91529302108055284099,0.98155498745469751882,0.97593917849193099610,0.000091872759402759402759,0.000094336000355050594710,0.000103111460515985814451,9.459000000000005,3.358999999999999,0
2018-03-01,10101.068267383986,10390.2254125119338935,9461.9918741169597926,0.91448033761160714286,0.96206280535415504741,0.96301861545239530678,0.000090579796636683613610,0.000092506705129360858199,0.000102281287316980414527,3.366999999999999,4.155,0
2018-03-02,10236.276046968239,10371.1753439884521908,9456.3592745773039976,0.91196835266172977505,0.94221531250000000000,0.95304589180913498341,0.000089147640318508448242,0.000090890466648614495893,0.000101472279566369023238,2.4180000000000006,3.785000000000001,0
2018-03-03,10516.288845235971,10322.4591834448357753,9485.1610860070262262,0.91277324539363484087,0.92271212083158922841,0.94618809962414737135,0.000086752738698180453949,0.000089482965367965367965,0.000100577046941289174764,10.614,1.5940000000000003,1
2018-03-04,10818.103982936360,10370.8874591517700160,9538.7646901295328812,0.91194236371260833100,0.91343586300795978215,0.94125671385143758847,0.000084334257444402563136,0.000088312121743949750600,0.000099737570573139435415,10.758000000000004,2.83,0
